paso_global,loss,q_promedio,target_promedio,error_td_promedio,beta_per,peso_importancia_promedio,epsilon,tamano_buffer,tiempo_segundos
1010000,0.0714031308889389,4.894770622253418,4.822958946228027,0.2961864471435547,1.0,1.0,0.09999999999999998,9996,21.010576009750366
1011000,0.02741297334432602,4.425649166107178,4.423471450805664,0.33965814113616943,1.0,0.3168924152851105,0.09999999999999998,10996,27.275933980941772
1012000,0.02936186082661152,5.166592121124268,5.158740043640137,0.32918834686279297,1.0,0.4321925938129425,0.09999999999999998,11996,33.56292486190796
1013000,0.04295535385608673,5.04066276550293,4.908622741699219,0.4283413887023926,1.0,0.40586745738983154,0.09999999999999998,12996,39.86190581321716
1014000,0.007485429756343365,4.991454124450684,5.084973335266113,0.23970550298690796,1.0,0.2604130208492279,0.09999999999999998,13996,46.05740308761597
1015000,0.017180250957608223,4.800117492675781,4.720125675201416,0.34939906001091003,1.0,0.2876686155796051,0.09999999999999998,14996,51.902097940444946
1016000,0.009684134274721146,5.048547744750977,5.10416316986084,0.27423295378685,1.0,0.27656495571136475,0.09999999999999998,15996,57.94771099090576
1017000,0.031971126794815063,4.522926330566406,4.500916481018066,0.4094838500022888,1.0,0.36528724431991577,0.09999999999999998,16996,63.90939474105835
1018000,0.0060425372794270515,4.623221397399902,4.687211036682129,0.35339486598968506,1.0,0.1164851188659668,0.09999999999999998,17996,70.28594875335693
1019000,0.013530431315302849,4.433899402618408,4.43579626083374,0.3116105794906616,1.0,0.29210442304611206,0.09999999999999998,18996,76.43482375144958
1020000,0.012048917822539806,4.754531383514404,4.801458835601807,0.3123173117637634,1.0,0.18933063745498657,0.09999999999999998,19996,82.8913221359253
1021000,0.00939197652041912,4.787745475769043,4.878633975982666,0.26999431848526,1.0,0.26491713523864746,0.09999999999999998,20000,89.06848978996277
1022000,0.0025777816772460938,4.88939094543457,4.85047721862793,0.2473156750202179,1.0,0.09070684760808945,0.09999999999999998,20000,95.15452098846436
1023000,0.02733539417386055,4.540097236633301,4.656097412109375,0.5686468482017517,1.0,0.2716735303401947,0.09999999999999998,20000,101.42943406105042
1024000,0.0074823517352342606,4.364302635192871,4.380095958709717,0.30846020579338074,1.0,0.18267005681991577,0.09999999999999998,20000,107.5907199382782
1025000,0.0043473741970956326,5.298636436462402,5.219810485839844,0.37313371896743774,1.0,0.09601075947284698,0.09999999999999998,20000,113.72513699531555
1026000,0.01692863740026951,4.851202964782715,4.968896865844727,0.2611650824546814,1.0,0.4165653586387634,0.09999999999999998,20000,119.83623480796814
