paso_global,loss,q_promedio,target_promedio,epsilon,tamano_buffer,tiempo_segundos
501000,0.006131323985755444,1.4223642349243164,1.4354839324951172,0.09999999999999998,1000,9.915683031082153
502000,0.03213800862431526,1.7885797023773193,1.7001900672912598,0.09999999999999998,2000,15.34590196609497
503000,0.002430102089419961,1.621291160583496,1.6085209846496582,0.09999999999999998,3000,20.70915913581848
504000,0.010289539583027363,1.5364785194396973,1.5360780954360962,0.09999999999999998,4000,25.966369152069092
505000,0.006555200554430485,1.9478082656860352,1.9478609561920166,0.09999999999999998,5000,30.878169059753418
506000,0.028229612857103348,1.6584129333496094,1.715979814529419,0.09999999999999998,6000,35.76492094993591
507000,0.01084864977747202,1.4531790018081665,1.4760323762893677,0.09999999999999998,7000,40.75077795982361
508000,0.0046951621770858765,1.8205997943878174,1.8272652626037598,0.09999999999999998,8000,46.14160704612732
509000,0.012475169263780117,1.7327876091003418,1.732243537902832,0.09999999999999998,9000,51.46742510795593
510000,0.004683819133788347,1.8316590785980225,1.792744755744934,0.09999999999999998,10000,56.870036125183105
511000,0.0317506343126297,1.7199723720550537,1.7578800916671753,0.09999999999999998,11000,62.126758098602295
512000,0.0024583174381405115,1.6520646810531616,1.647472858428955,0.09999999999999998,12000,67.45071196556091
513000,0.00706483656540513,2.0495095252990723,2.0541839599609375,0.09999999999999998,13000,72.99716114997864
514000,0.026363462209701538,1.7940068244934082,1.8084064722061157,0.09999999999999998,14000,78.37743711471558
515000,0.0037699686363339424,1.648821473121643,1.623795747756958,0.09999999999999998,15000,83.92761611938477
516000,0.0049145277589559555,1.6588622331619263,1.6426684856414795,0.09999999999999998,16000,89.45874500274658
517000,0.0037735283840447664,1.4949238300323486,1.5055627822875977,0.09999999999999998,17000,94.90989804267883
518000,0.00895325280725956,1.5762063264846802,1.550610065460205,0.09999999999999998,18000,100.53870606422424
519000,0.009365363977849483,1.6365488767623901,1.6735923290252686,0.09999999999999998,19000,105.87077593803406
520000,0.0066786822862923145,1.9554955959320068,1.9135658740997314,0.09999999999999998,20000,111.0458881855011
521000,0.0066182855516672134,2.0889477729797363,2.109830379486084,0.09999999999999998,20000,116.1224889755249
522000,0.027805732563138008,1.8133474588394165,1.7778527736663818,0.09999999999999998,20000,121.2726092338562
523000,0.006011728197336197,2.0164637565612793,2.0172948837280273,0.09999999999999998,20000,126.82976293563843
524000,0.00699410168454051,1.698261022567749,1.7191181182861328,0.09999999999999998,20000,132.1434781551361
525000,0.009458178654313087,2.0197396278381348,1.9878376722335815,0.09999999999999998,20000,137.60136008262634
526000,0.004587838426232338,1.803974986076355,1.8005733489990234,0.09999999999999998,20000,142.90655899047852
527000,0.013104651123285294,1.5601519346237183,1.5485340356826782,0.09999999999999998,20000,148.6110200881958
528000,0.02674948051571846,2.172471523284912,2.172149658203125,0.09999999999999998,20000,153.5067789554596
529000,0.006514360662549734,1.871707558631897,1.8173472881317139,0.09999999999999998,20000,158.70534110069275
530000,0.0057917251251637936,1.8795827627182007,1.870398759841919,0.09999999999999998,20000,163.73243308067322
531000,0.011802712455391884,1.817697286605835,1.8028059005737305,0.09999999999999998,20000,168.86602091789246
532000,0.006770963314920664,1.8414623737335205,1.8235543966293335,0.09999999999999998,20000,173.92436695098877
533000,0.0054678525775671005,1.8501943349838257,1.7956931591033936,0.09999999999999998,20000,178.85848999023438
534000,0.0019783014431595802,1.8824224472045898,1.8640377521514893,0.09999999999999998,20000,183.527361869812
535000,0.013060437515377998,1.7980411052703857,1.8263434171676636,0.09999999999999998,20000,188.22904205322266
536000,0.0033598330337554216,1.7502236366271973,1.7194199562072754,0.09999999999999998,20000,192.59878993034363
537000,0.015184939838945866,1.6783239841461182,1.6314232349395752,0.09999999999999998,20000,197.12312507629395
