paso_global,loss,q_promedio,target_promedio,error_td_promedio,beta_per,peso_importancia_promedio,epsilon,tamano_buffer,tiempo_segundos
710000,0.10233523696660995,4.688902854919434,4.694371700286865,0.32556623220443726,1.0,1.0,0.09999999999999998,9998,16.985233068466187
711000,0.018864881247282028,4.3595380783081055,4.253739356994629,0.332557737827301,1.0,0.21195577085018158,0.09999999999999998,10998,23.240598917007446
712000,0.008406629785895348,4.26853084564209,4.224598407745361,0.3782549500465393,1.0,0.10892529785633087,0.09999999999999998,11998,30.25647497177124
713000,0.01885332725942135,4.729708194732666,4.615077018737793,0.4096180498600006,1.0,0.2337530553340912,0.09999999999999998,12998,37.20938682556152
714000,0.011165415868163109,4.355493545532227,4.374228477478027,0.23901337385177612,1.0,0.32439571619033813,0.09999999999999998,13998,43.39197516441345
715000,0.007225445471704006,4.890552520751953,4.967578411102295,0.23420411348342896,1.0,0.26452308893203735,0.09999999999999998,14998,48.54495191574097
716000,0.005376089364290237,4.494864463806152,4.55485725402832,0.37847521901130676,1.0,0.1194118857383728,0.09999999999999998,15998,53.722469091415405
717000,0.015119655057787895,4.453700065612793,4.32849645614624,0.29584017395973206,1.0,0.41725534200668335,0.09999999999999998,16998,58.9582839012146
718000,0.016093341633677483,4.403122901916504,4.5271100997924805,0.31464627385139465,1.0,0.37725508213043213,0.09999999999999998,17998,63.95775508880615
719000,0.012499997392296791,4.226364612579346,4.130894184112549,0.39478766918182373,1.0,0.21640586853027344,0.09999999999999998,18998,68.90407109260559
720000,0.00940072350203991,4.58339786529541,4.477787494659424,0.2904907464981079,1.0,0.24348340928554535,0.09999999999999998,19998,74.29026007652283
721000,0.011966705322265625,4.742121696472168,4.704557418823242,0.2748602032661438,1.0,0.2719268500804901,0.09999999999999998,20000,79.54310894012451
722000,0.01477012038230896,4.463220119476318,4.382116317749023,0.30410969257354736,1.0,0.35694223642349243,0.09999999999999998,20000,84.93082213401794
723000,0.012137813493609428,4.4033355712890625,4.478729724884033,0.26118004322052,1.0,0.3327683210372925,0.09999999999999998,20000,90.21545886993408
724000,0.009136822074651718,4.579242706298828,4.633601188659668,0.21132104098796844,1.0,0.3643330931663513,0.09999999999999998,20000,94.96789503097534
725000,0.017909931018948555,4.175877094268799,4.117830276489258,0.3759976923465729,1.0,0.32134461402893066,0.09999999999999998,20000,100.52229690551758
726000,0.006020689383149147,4.476120948791504,4.4961652755737305,0.2456957995891571,1.0,0.18955789506435394,0.09999999999999998,20000,105.51421189308167
727000,0.010861970484256744,4.332577705383301,4.129543781280518,0.4848877191543579,1.0,0.14956922829151154,0.09999999999999998,20000,110.67737579345703
728000,0.006693775299936533,4.690821647644043,4.665740966796875,0.23560787737369537,1.0,0.24344652891159058,0.09999999999999998,20000,116.26301097869873
729000,0.013320017606019974,4.36989688873291,4.232376575469971,0.3697490096092224,1.0,0.2730350196361542,0.09999999999999998,20000,121.68487095832825
