paso_global,loss,q_promedio,target_promedio,error_td_promedio,beta_per,peso_importancia_promedio,epsilon,tamano_buffer,tiempo_segundos
2010000,0.038308992981910706,5.368095874786377,5.304945945739746,0.20250888168811798,1.0,1.0,0.09999999999999998,9998,16.313509941101074
2011000,0.044406745582818985,5.421883583068848,5.463133811950684,0.3836069703102112,1.0,0.3681563138961792,0.09999999999999998,10998,22.141875982284546
2012000,0.009644913487136364,5.945931911468506,5.863450527191162,0.3240060806274414,1.0,0.17899979650974274,0.09999999999999998,11998,27.883880853652954
2013000,0.018202152103185654,5.690031051635742,5.686248779296875,0.2864497900009155,1.0,0.43000638484954834,0.09999999999999998,12998,33.749377727508545
2014000,0.011083386838436127,5.253726482391357,5.352548599243164,0.3164808750152588,1.0,0.2693178057670593,0.09999999999999998,13998,39.651049852371216
2015000,0.0024010215420275927,5.8007283210754395,5.843976974487305,0.2313881814479828,1.0,0.1206180602312088,0.09999999999999998,14998,45.688984870910645
2016000,0.005079910159111023,5.840995788574219,5.783474922180176,0.19617006182670593,1.0,0.27682626247406006,0.09999999999999998,15998,51.56453084945679
2017000,0.019224464893341064,5.32021951675415,5.392926216125488,0.4504314363002777,1.0,0.2535462975502014,0.09999999999999998,16998,57.45175576210022
2018000,0.008324461057782173,5.864020824432373,5.845758438110352,0.2796286940574646,1.0,0.2825896143913269,0.09999999999999998,17998,63.30903673171997
2019000,0.018252044916152954,5.580792427062988,5.524757385253906,0.32598817348480225,1.0,0.40226924419403076,0.09999999999999998,18998,69.21290969848633
2020000,0.01638244464993477,5.606778144836426,5.725642204284668,0.2806951403617859,1.0,0.3922869563102722,0.09999999999999998,19998,75.01628684997559
2021000,0.016236132010817528,5.672896385192871,5.441072940826416,0.4677260220050812,1.0,0.2196381390094757,0.09999999999999998,20000,81.78858494758606
2022000,0.013484664261341095,4.992547035217285,4.910082817077637,0.2545490264892578,1.0,0.3716353178024292,0.09999999999999998,20000,87.77359175682068
2023000,0.008910873904824257,5.508072376251221,5.407989025115967,0.2466818243265152,1.0,0.3093971610069275,0.09999999999999998,20000,93.65748977661133
2024000,0.005598776042461395,5.637158393859863,5.515452861785889,0.25182852149009705,1.0,0.19378022849559784,0.09999999999999998,20000,99.47943782806396
2025000,0.013423935510218143,6.003519535064697,6.126274108886719,0.3091754615306854,1.0,0.322526752948761,0.09999999999999998,20000,105.30809497833252
2026000,0.005972685292363167,5.090339660644531,5.116318225860596,0.23842871189117432,1.0,0.2037939429283142,0.09999999999999998,20000,111.16156792640686
2027000,0.005298458971083164,6.078505039215088,6.2555623054504395,0.38846683502197266,1.0,0.1203923225402832,0.09999999999999998,20000,117.03083181381226
2028000,0.013333739712834358,5.844827651977539,5.792919158935547,0.29406091570854187,1.0,0.30619049072265625,0.09999999999999998,20000,122.767737865448
2029000,0.018519992008805275,5.906736850738525,6.089872360229492,0.3714126646518707,1.0,0.3133960962295532,0.09999999999999998,20000,128.6001479625702
2030000,0.0017555947415530682,6.054933547973633,6.138022422790527,0.32712048292160034,1.0,0.0649539977312088,0.09999999999999998,20000,134.7268259525299
2031000,0.007745855022221804,5.70712947845459,5.692641735076904,0.20095214247703552,1.0,0.3034791052341461,0.09999999999999998,20000,140.8036847114563
2032000,0.008767805062234402,5.394400596618652,5.3852338790893555,0.2749043405056,1.0,0.26909106969833374,0.09999999999999998,20000,146.77515172958374
2033000,0.0023379467893391848,6.075497627258301,6.131251335144043,0.23281390964984894,1.0,0.10507583618164062,0.09999999999999998,20000,153.44300985336304
2034000,0.010433489456772804,5.690483093261719,5.776354789733887,0.26912248134613037,1.0,0.27524444460868835,0.09999999999999998,20000,159.42011761665344
2035000,0.007224833592772484,5.377443313598633,5.307553291320801,0.2760980427265167,1.0,0.21254457533359528,0.09999999999999998,20000,165.3493938446045
2036000,0.010826349258422852,5.785773277282715,5.657554626464844,0.24368223547935486,1.0,0.3862084448337555,0.09999999999999998,20000,171.2907679080963
